,SRR3917608,SRR3736988,SRR3736989,SRR3917587,SRR3917627,SRR3917619,SRR3736999,SRR3736998,SRR3737029,SRR3737001,SRR3737015,SRR3917694,SRR3730381,SRR3730395,SRR3730356,SRR3730357,SRR3730394,SRR3730380,SRR3917695,SRR3737014,SRR3737000,SRR3737028,SRR3737016,SRR3737002,SRR3917697,SRR3730396,SRR3730382,SRR3730355,SRR3730369,SRR3730368,SRR3730354,SRR3730383,SRR3730397,SRR3917696,SRR3737003,SRR3737017,SRR3737013,SRR3737007,SRR3917686,SRR3917692,SRR3730393,SRR3730387,SRR3730378,SRR3730350,SRR3730345,SRR3730351,SRR3730379,SRR3730386,SRR3730392,SRR3917693,SRR3917687,SRR3737006,SRR3737012,SRR3737004,SRR3737010,SRR3917691,SRR3730384,SRR3730390,SRR3730347,SRR3730353,SRR3730352,SRR3730346,SRR3730391,SRR3730385,SRR3917690,SRR3737011,SRR3737005,SRR3737020,SRR3917689,SRR3730388,SRR3730363,SRR3730377,SRR3730376,SRR3730362,SRR3730389,SRR3917688,SRR3737021,SRR3737009,SRR3737023,SRR3730374,SRR3730360,SRR3730348,SRR3730349,SRR3730361,SRR3730375,SRR3917648,SRR3737022,SRR3737026,SRR3730359,SRR3730371,SRR3730365,SRR3730364,SRR3730370,SRR3730358,SRR3917665,SRR3737025,SRR3737031,SRR3917698,SRR3730399,SRR3730400,SRR3730366,SRR3730372,SRR3730373,SRR3730367,SRR3730398,SRR3737018,SRR3737030,SRR3737024,SRR3917563,SRR3736995,SRR3736994,SRR3917562,SRR3736996,SRR3736997,SRR3736987,SRR3736993,SRR3736986,SRR3736990,SRR3736984,SRR3736985,SRR3736991
638617,0,0,0,0,0,0,0,0,0,0,0,0,35,0,93,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,2,1,0,0,1,3,1,1,0,5,1,0,0,0,0,0,18,3,0,0,0,1,0,0,0,0,0,0,0,0,14,0,2,0,2,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1603888,1,1,2,0,2,2,1,0,0,4,6,0,0,0,0,0,0,0,0,1,5,1,0,0,4,0,0,0,0,0,0,0,0,1,11,0,0,0,2,14,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,1,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,1,2,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,6,0,0,0,0,0,0,0,0,4,1,0,8,0,1,0,1,0,0,5,0,2,3,6,1
1914,2,2,1,7,3,3,4,1,1,1,2,15,0,0,0,0,0,0,1,2,2,2,0,4,4,0,0,0,0,0,0,0,0,1,1,7,6,1,4,1,0,0,0,0,0,0,0,0,0,1,1,3,4,4,1,4,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,2,3,1,5,0,0,0,0,0,0,3,2,2,0,0,0,0,0,0,2,1,2,3,0,0,0,0,0,0,0,1,1,2,2,4,3,2,4,2,7,2,9,2,1,1,4
1950415,0,0,0,28,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,25,0,67,0,0,0,0
1232436,5,1,0,0,0,1,2,1,1,0,1,4,0,0,0,0,0,0,1,1,1,15,0,1,4,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,0,0,0,0,0,0,0,0,0,1,0,7,1,4,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,3,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0
1622071,0,0,10,0,40,2,2,60,1,38,3,75,0,0,0,0,0,0,0,0,2,33,0,42,0,0,0,0,0,0,0,0,0,0,2,290,0,0,8,2,0,0,0,0,0,0,0,0,0,0,1,123,1,6,0,2,0,0,0,0,0,0,0,0,1,108,0,4,46,0,0,0,0,0,0,1,4,4,1,0,0,0,0,0,0,64,2,0,0,0,0,0,0,0,5,1,64,1,0,0,0,0,0,0,0,2,0,36,12,2,4,1,4,11,0,1,1,31,1,9,53
1520828,1,1,1,10,2,1,1,1,1,1,1,0,4,0,0,7,13,3,1,1,1,1,0,4,1,3,2,22,18,2,7,0,4,1,1,2,12,0,1,1,6,0,2,8,0,0,2,17,0,0,1,1,3,0,1,1,8,9,0,2,10,0,0,11,2,1,1,2,1,11,6,0,9,5,4,1,1,1,1,11,0,4,8,0,0,3,1,1,0,0,0,4,7,4,1,1,1,2,5,0,0,4,3,3,0,1,1,1,0,1,1,2,2,5,9,1,5,1,1,1,2
1950912,1,2,9,287,28,4,37,9,6,5,6,10,0,0,0,0,0,0,27,2,12,20,0,10,8,0,0,0,0,0,0,0,0,1,5,53,319,1,9,28,0,0,0,0,0,0,0,0,0,5,2,39,123,21,2,31,0,0,0,0,0,0,0,0,1,8,10,9,5,0,0,0,0,0,0,39,35,11,84,0,0,0,0,0,0,86,5,10,0,0,0,0,0,0,9,33,7,129,0,0,0,0,0,0,0,7,4,6,11,5,14,47,68,8,351,4,128,24,9,9,59
63560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
938289,0,1,0,3,1,1,2,3,1,0,1,1,0,0,0,0,0,0,1,1,1,2,0,1,2,0,0,0,6,0,0,0,0,0,0,2,5,0,1,1,0,0,0,2,0,0,0,0,0,0,0,1,4,1,0,1,0,0,0,0,0,3,0,0,1,1,1,1,2,11,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,2,1,3,3,780,0,0,0,0,0,1,1,1,1,0,1,1,1,1,4,1,3,1,1,1,1
1965550,11,11,11,17,23,15,22,28,16,10,20,24,0,0,0,0,0,0,67,22,33,47,0,24,61,0,0,0,0,0,0,0,0,8,29,16,19,10,20,43,0,0,0,0,0,0,0,0,0,12,5,39,14,29,13,23,0,0,0,0,0,0,0,0,7,28,53,11,16,0,0,0,0,0,0,10,48,66,24,0,0,0,0,0,0,17,5,91,0,0,0,0,0,0,7,26,40,12,0,0,0,0,0,0,0,7,34,21,16,5,19,27,35,19,28,7,17,23,20,26,17
1917887,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,6,0,4,0,0,0,0,0,5,323,0,0,0,5,0,0,0,1,0,0,2,0,18,0,6,0,0,0,0,0,1,0,2,0,0,0,1,1,0,0,0
1776382,1,2,4,7,151,123,7,3,47,11,57,12,0,0,0,0,0,0,11,4,6,10,0,4,2415,0,0,0,0,0,0,0,0,2,25,16,9,2,28,16,0,0,0,0,0,0,0,0,0,1,2,10,22,10,2,7,0,0,0,0,0,0,0,0,2,37,4,13,1,0,0,0,0,0,0,5,27,28,31,41,0,0,0,0,0,23,5,5,0,0,0,0,0,0,4,9,55,13,0,0,0,0,0,0,0,3,36,1,1073,12,42,8,16,4,10,3,27,6,4,67,16
1852378,0,0,0,1,0,0,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0
1297617,13,32,90,89,192,36,173,82,27,47,36,63,0,0,0,0,0,0,27,26,26,94,0,59,58,0,0,0,0,0,0,0,0,9,51,624,145,5,702,113,0,0,0,0,0,0,0,0,0,30,56,175,408,38,19,132,0,0,0,0,0,0,0,0,10,481,59,305,94,0,0,0,0,0,0,119,112,99,393,0,3,0,0,0,0,123,182,39,0,0,0,0,0,0,72,81,1033,319,0,0,0,0,0,0,0,93,36,126,59,216,378,39,364,65,123,69,418,194,19,48,380
1519438,3,4,9,6,3,8,3,4,6,9,12,6,0,0,0,0,0,3,2,6,16,7,0,7,6,0,0,0,0,0,0,0,0,1,3,5,8,3,7,3,0,0,0,0,0,0,0,0,22,0,4,7,4,2,1,2,0,0,0,0,0,0,0,0,5,4,2,4,9,0,0,0,0,0,0,8,4,6,12,0,42,0,0,3,0,3,4,3,0,0,0,0,0,0,2,3,5,3,0,0,0,0,15,0,0,5,1,3,6,4,7,16,10,9,8,4,7,3,13,7,3
1851429,0,0,0,2,1,0,2,14,1,0,1,1,0,0,0,0,0,0,1,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,1,2,2,0,3,2,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,1,2,1,2,0,11,0,0,0,0,1,1,1,0,0,0,74,0,0,1,1,1,3,0,0,0,0,0,0,0,1,1,11,0,1,1,0,2,1,3,1,6,1,0,2,1
1948094,0,6,17,30,24,6,33,14,1,13,6,4,0,0,0,0,0,0,2,5,2,5,0,5,2,0,0,0,0,0,0,0,0,0,3,50,33,0,7,6,0,0,0,0,2,0,0,0,0,2,2,16,91,3,1,18,0,0,0,0,0,0,0,0,1,2,3,7,10,0,0,0,0,0,0,18,5,5,25,0,0,0,0,0,0,14,7,3,0,0,0,0,0,0,5,8,2,142,0,0,0,0,0,0,0,3,1,4,27,10,4,2,22,6,26,2,71,17,1,14,21
118748,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,36,0,0,0,0,0,0,1,0,0,4,0,0,0,7,12,15,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
1211417,0,0,0,3,74,0,0,0,0,23,0,32,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,24,0,0,0,0,0,0,0,0,0,221,72,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,673,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,254,1262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,122,0,0,0,0,12,0,0,15,0,76,0
186479,0,0,0,0,0,0,0,0,0,0,0,1,17,14,17,4,8,13,0,0,0,0,0,0,0,26,28,7,11,2,10,19,22,0,0,0,0,0,1,0,0,19,18,2,3,24,2,29,0,0,0,0,0,1,0,0,0,3,0,1,10,6,14,11,0,0,0,0,0,5,39,3,6,16,28,0,0,0,0,41,0,2,37,5,4,0,0,0,15,0,0,7,19,9,0,0,0,0,5,3,2,37,28,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1750,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,9,7,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,14,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
1487582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1686296,3,2,1,0,2,0,4,0,0,0,0,4,0,0,0,0,0,0,0,1,1,2,0,2,0,0,0,0,0,0,0,0,0,0,2,32,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,3,37,0,0,4,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,3,1,0,15,0,0,0,0,0,0,0,2,0,0,2,0,6,0,5,0,0,1,11,3,1,0,8
35517,0,0,0,1,0,0,0,1,0,0,0,0,63,31,54,12,6,30,0,0,0,0,0,1,1,22,26,123,63,25,10,20,51,0,0,1,1,0,1,0,136,14,23,4,64,38,67,43,172,0,0,0,1,0,0,0,59,119,35,33,110,61,35,22,1,0,0,0,1,83,28,5,51,40,69,1,0,1,0,46,68,14,26,18,24,0,0,0,45,10,247,54,15,22,0,1,0,1,68,4,32,0,66,65,99,0,0,1,0,0,0,1,1,2,1,0,1,0,0,1,1
376805,26,10,17,1,10,6,1,0,1,1,3,9,0,0,0,0,0,0,1,6,9,3,0,2,0,0,0,0,0,0,0,0,0,0,4,6,1,0,3,1,0,0,0,0,0,0,0,0,0,3,5,2,6,1,0,1,0,0,0,0,0,0,0,6,1,2,1,6,0,0,0,0,0,0,0,4,1,2,1,0,0,0,0,0,0,4,5,2,0,0,0,0,0,0,14,1,5,11,0,0,0,0,0,0,0,15,0,1,5,4,6,4,4,1,0,18,7,12,3,1,7
39491,1151,20934,13356,5202,3566,9356,5722,7179,17554,19569,12298,24984,10631,13883,10288,3983,1846,11816,15054,19865,10529,4059,7651,15374,22755,5921,12959,442,311,3376,297,19765,8444,27005,15874,1486,4241,11006,11,999,230,9418,4077,5862,146,4924,346,1013,167,7147,16458,14853,149,2042,30820,13312,636,313,8886,127,387,3130,9056,907,20726,21624,9190,46,19854,1912,2803,1063,6415,9554,5981,12536,759,8561,3927,3342,192,4681,8259,1242,658,5905,8021,16781,10827,4720,1670,1415,4515,23071,638,12230,14442,244,287,2636,1476,10464,19906,1531,1195,2219,23377,3424,6481,18323,43,13669,7788,26765,2037,12243,963,1010,22393,9806,1374
2035835,0,2,0,1,0,0,0,0,38,2,1,403,0,0,0,0,0,0,18,2,8,33,0,95,1,0,0,0,0,0,0,0,0,0,20,11,4,19,2,1,0,0,0,0,0,0,0,0,0,1,4,54,3,1,0,1,0,0,0,0,0,0,0,0,36,0,1,1,0,0,0,0,0,0,0,0,1,17,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,2,2,1,0,0,1,1,2,57,4,0,77,1,1,1,2
1697787,2,2,1,1,3,2,3,4,8,33,3,28,0,0,0,0,0,0,2,5,8,35,0,2,20,0,0,0,0,0,0,0,0,160,68,12,1,4,13,1,0,0,0,0,0,0,0,0,0,1,4,31,3,1,143,3,0,0,0,0,0,0,0,0,6,8,1,278,10,0,0,0,0,0,0,2,2,102,2,0,0,0,0,0,0,14,4,3,0,0,0,0,0,0,15,4,9,2,0,0,0,0,0,0,7,11,206,5,10,5,102,9,1,2,2,16,3,4,9,6,11
28118,75,352,97,108,595,24,128,8,30,36,12,91,0,12,0,0,23,0,3,128,227,34,0,112,1,32,0,0,0,0,0,26,6,11,30,386,316,1,422,7,0,0,24,75,44,7,0,0,22,7,228,79,734,13,19,273,4,4,0,0,9,0,14,5,2,12,15,789,4,0,0,0,0,0,110,1419,11,55,343,0,64,16,31,17,4,205,748,14,163,0,31,38,50,0,142,54,19,402,0,4,18,0,86,140,114,253,9,7,196,396,499,43,203,68,193,117,213,684,30,8,419
1807738,0,0,14,1,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0
411489,66,69,13,15,61,12,326,17,12,8,15,4,4,6,4,4,37,4,7,87,13,7,0,764,23,52,0,6,25,3,0,3,4,2,29,1029,23,5,34,13,52,0,6,0,0,321,0,9,0,1,15,7,4,9,2,213,0,647,0,63,107,74,0,63,11,46,7,51,13,22,0,4,9,6,1515,4065,5,46,278,0,5,268,9,11,29,1229,10,9,5,19,908,0,78,0,16,340,24,5,6,13,0,657,0,17,15,14,2,14,6,13,82,24,422,2245,19,18,5,39,13,11,2428
2040291,9,6,4,7,3,6,2,9,8,2,6,1,329,32,34,1128,37,105,1,11,9,2,0,4,18,36,1417,0,0,211,0,292,477,2,5,3,8,5,4,1,0,594,56,756,0,0,37,1320,0,0,8,1,1,1,1,2,0,0,2297,0,0,1472,2013,1634,2,10,1,4,21,73,503,0,0,3671,0,10,1,13,7,5,0,2365,579,790,0,4,5,1,59,0,0,8,275,1547,4,4,10,3,0,0,1742,2429,691,0,0,3,2,5,2,6,3,10,6,9,7,5,2,4,8,6,3
1262990,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19,0,1,0,0,0,29
33889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33905,0,2,0,1,1,1,2,1,15,0,2,2,0,0,0,0,0,0,48,0,0,3,0,7,1,0,0,0,0,0,0,0,0,13,1,0,5,85,5,18,0,0,0,0,0,0,0,0,0,115,0,2,1,13,6,2,0,0,0,0,0,0,0,0,20,0,39,0,1,0,0,0,0,0,0,0,10,2,1,0,0,0,0,0,0,0,1,23,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,10,0,2,0,1,1,0,1,8,0,1,0,0,2,0
1470345,6,3,5,3,3,2,6,1,7,1,1,2,0,0,0,0,0,0,7,5,12,2,0,1,2,0,0,0,0,0,0,0,0,1,5,483,1,0,144,5,0,0,0,0,0,0,0,0,0,1,147,2,35,2,2,3,0,0,0,0,0,0,0,0,0,61,0,345,2,0,0,0,0,0,0,7,6,2,2,0,0,0,0,0,0,190,140,1,0,0,0,0,0,0,36,1,57,32,0,0,0,0,0,0,0,31,1,4,7,114,357,5,6,1,1,18,73,177,2,0,368
1950349,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,20,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,14,0,2,1,0,0,10
89152,0,0,0,0,0,0,0,0,0,0,0,0,14,0,2,0,9,5,0,0,0,0,0,0,0,18,3,12,0,59,84,0,25,0,0,0,0,0,0,0,59,15,9,34,88,42,18,0,11,0,0,0,0,0,0,0,96,3,0,11,0,19,0,0,0,0,0,0,0,41,70,0,3,3,0,0,0,0,0,33,71,14,17,11,24,0,0,0,0,0,6,8,31,0,0,0,0,0,27,7,9,63,3,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47246,0,1,1,3,2,1,5,2,1,1,1,1,0,0,2,0,4,85,1,1,1,2,0,2,1,219,3,219,1365,2,3,19,0,0,1,2,4,0,2,2,1228,0,1,3,1418,0,304,290,0,1,0,3,9,1,0,4,5513,1086,0,318,788,6,7,5,0,1,2,2,1,317,6,234,366,2,186,2,2,2,7,0,1898,273,658,0,12,1,1,2,102,0,1126,361,0,0,1,2,1,6,904,0,9,159,272,50,3,1,1,1,1,1,2,1,6,1,3,1,7,2,1,1,2
39492,1,3,11,80,53,169,103,51,13,11,7,3,3,12,4,7,46,58,26,5,23,7,0,61,15,68,8,8,0,99,0,111,5,1,783,693,319,4,105,9,0,8,4,119,1484,59,60,508,63,3,6,14,54,6,2,97,1378,2408,43,4,3400,0,80,847,3,14,10,17,58,149,25,63,2429,56,3152,165,10,1800,457,296,4106,14,13,344,20,194,11,14,13,58,1741,179,214,26,12,82,14,53,6,96,47,8,66,43,45,10,13,51,25,18,26,17,207,53,76,7,83,28,12,13,1264
316,1,1,1,2,1,0,2,1,1,1,1,1,0,0,0,3,0,3,3,1,1,3,0,1,2,2,10,0,0,3,0,5,2,1,1,1,2,1,2,2,0,0,4,5,5,0,0,10,19,0,0,2,3,2,1,1,11,0,9,2,0,7,0,0,2,1,1,0,0,11,0,0,10,7,8,1,2,2,2,0,0,0,0,5,14,1,1,2,3,0,11,0,5,6,1,1,1,2,0,0,9,5,6,0,7,1,2,0,1,0,1,1,2,1,2,1,3,1,1,1,1
1763509,1,1,1,11,1,1,1,1,1,0,1,0,0,5,0,0,0,0,1,1,1,0,0,1,4,15,0,0,12,4,0,2,6,0,1,1,13,1,0,0,0,0,2,3,0,0,0,2,0,0,1,0,0,0,0,1,4,0,0,0,24,3,0,11,0,1,1,0,1,11,3,3,9,3,0,1,0,1,1,0,0,0,8,7,0,3,1,1,0,9,0,4,0,0,1,1,2,1,5,7,4,31,0,0,0,1,0,1,0,0,1,1,1,1,9,1,1,1,1,1,2
1200721,1,1,1,24,2,1,0,1,1,1,2,2,2,0,0,0,0,0,0,1,1,0,0,1,2,0,0,3,6,4,2,0,2,1,1,2,33,1,0,0,6,8,6,2,3,20,0,127,0,0,1,1,0,1,1,1,0,3,43,1,35,6,0,0,1,2,1,0,1,0,0,0,50,0,4,1,0,1,1,0,0,0,114,0,0,3,1,1,0,27,0,2,0,0,1,1,1,0,5,0,0,0,36,3,0,1,1,2,1,1,0,1,2,1,21,1,0,1,1,2,3
1468449,3,8,8,4,5,9,5,2,4,3,7,1,0,0,0,0,0,0,2,6,2,2,0,2,0,0,0,0,0,0,0,0,0,0,2,30,8,0,3,1,0,0,11,3,0,0,0,0,0,3,30,1,1,1,1,4,0,0,0,0,0,0,0,0,0,1,10,46,2,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,11,30,10,0,0,0,0,0,0,7,2,1,1,0,0,0,0,0,0,0,4,0,3,2,24,23,1,1,1,10,6,2,14,1,14,11
29341,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,9,3,0,0,0,0,0,0,0,5,4,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,4,22,0,0,5,0,0,0,0,1,0,0,0,19,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,6,2,5,0,0,0,0,4,19,5,0,5,4,0,0,0,0,3,6,2,0,19,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1950885,0,1,2,41,35,1,9,2,1,1,1,4,0,0,0,0,0,0,2,1,0,7,0,1,1,0,0,0,0,0,0,0,0,1,17,7,152,0,3,10,0,0,0,0,0,0,0,0,0,1,1,27,322,6,1,6,0,0,0,0,0,0,0,0,4,2,1,2,1,0,0,0,0,0,0,7,11,22,59,0,0,0,0,0,0,4,4,1,0,0,0,0,0,0,2,4,1,126,0,0,0,0,0,0,0,2,2,1,2,5,2,0,75,2,58,1,157,36,0,1,10
29379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022527,112,31,22,48,15,10,94,0,1,1,14,1,0,0,0,2,0,0,0,38,1,0,0,5,1,0,0,0,0,2,0,0,0,0,0,2,79,0,5,1,0,0,0,0,0,0,0,0,0,0,1,0,16,1,0,357,0,0,0,57,0,127,0,86,19,4,1,9,0,0,0,0,0,0,0,162,3,1,47,0,0,0,0,0,4,6,1,1,0,3,0,0,0,0,1,148,10,51,0,0,0,0,0,0,0,0,0,1,1,1,6,1,68,25,45,1,36,34,0,3,3
658655,10,5,7,9,14,13,4,62,912,21,17,78,0,0,0,0,0,0,620,11,9,18,0,10,221,0,0,0,0,0,0,0,0,21,15,24,15,488,11,3,0,0,0,0,0,0,0,0,0,2,61,29,7,3,17,3,0,0,0,0,0,0,0,0,21,179,21,40,145,0,0,0,0,0,0,39,4,23,96,0,0,0,0,0,0,23,50,15,0,0,0,0,0,0,63,7,228,7,5,0,0,0,0,0,0,68,20,30,10,80,53,24,62,19,7,50,7,18,19,14,16
1689303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
